name	RS	TAX	
Stenotrophomonas maltophilia phage vB_SmaM_Ps15	NC_070951	3071007	
Stenotrophomonas phage Mendera	NC_048804	2650877	
Stenotrophomonas phage Moby	NC_048802	2601680	
Acinetobacter phage vB_AbaM_ME3	NC_041884	1837876	
Burkholderia phage Mica	NC_054148	2767579	
Mycobacterium phage Bxz2	NC_004682	2907831	
Mycobacterium phage Anubis	NC_029018	1354511	
Mycobacterium phage JHC117	NC_042310	2920885	
Mycobacterium phage MarQuardt	NC_028798	1527516	
Mycobacterium phage Microwolf	NC_042311	2920884	
Mycobacterium phage PurpleHaze	NC_054759	1983577	
Mycobacterium phage SoilDragon	NC_054760	2590944	
Mycobacterium phage Wonder	NC_042058	2920887	
Mycobacterium phage Zetzy	NC_054761	2499071	
Erwinia phage Midgardsormr38	NC_070949	2663326	
Pseudomonas phage phiAH14a	NC_074659	1805958	
Ralstonia phage phiRSL1	NC_010811	1980924	
Pectobacterium phage vB_PcaM_CBB	NC_041878	2772511	
Cronobacter phage vB_CsaM_GAP32	NC_019401	1141136	
Microbacterium phage Min1	NC_009603	446529	
Vibrio phage ICP1	NC_015157	979525	
Gordonia phage Mollymur	NC_070948	2590895	
Gordonia phage Adgers	NC_048695	2079413	
Gordonia phage Beaver	NC_048783	2591111	
Gordonia phage BirksAndSocks	NC_047892	2047831	
Gordonia phage Chelms	NC_048768	2588132	
Gordonia phage Flakey	NC_047921	2079280	
Gordonia phage Jellybones	NC_048820	2653716	
Gordonia phage John316	NC_048851	2708629	
Gordonia phage Hotorobo	NC_031229	1821554	
Gordonia phage Monty	NC_030924	1838073	
Gordonia phage Sombrero	NC_048746	2502420	
Gordonia phage SteveFrench	NC_048207	2079281	
Achromobacter phage Motura	NC_049849	2591403	
Arthrobacter phage JEGGS	NC_070944	2591110	
Arthrobacter phage Arcadia	NC_070938	2024274	
Arthrobacter phage Cheesy	NC_070940	2015816	
Arthrobacter phage Circum	NC_041948	1772295	
Arthrobacter phage Correa	NC_070941	2024275	
Arthrobacter phage Dynamite	NC_070946	2867479	
Arthrobacter phage Heisenberger	NC_070943	2024277	
Arthrobacter phage Kardesai	NC_070945	2859474	
Arthrobacter phage KeaneyLin	NC_070947	2250412	
Arthrobacter phage Mudcat	NC_031224	1796997	
Arthrobacter phage Tribby	NC_070939	2024279	
Arthrobacter phage Xenomorph	NC_070942	2591069	
Arthrobacter phage Mufasa8	NC_049478	2656526	
Serratia phage PS2	NC_024121	1481112	
Serratia phage Muldoon	NC_049464	2601678	
Flavobacterium phage vB_FspS_filifjonk9-1	NC_048831	2686245	
Flavobacterium phage vB_FspS_mumin9-1	NC_048837	2686263	
Flavobacterium phage vB_FspS_mymlan6-1	NC_048838	2686266	
Flavobacterium phage vB_FspS_snusmum6-1	NC_048841	2686273	
Flavobacterium phage vB_FspS_tooticki6-1	NC_048844	2686279	
Enterobacteria phage IME_EC2	NC_047742	1414766	
Salmonella phage Lumpael	NC_048113	2488859	
Faecalibacterium phage FP_Mushu	NC_047913	2070185	
Shigella phage SfMu	NC_027382	1567022	
Escherichia phage D108	NC_013594	665033	
Escherichia phage Mu	NC_000929	2681603	
Mycobacterium phage phiT46-1	NC_054432	2775045	
Alteromonas phage vB_AmeM_PT11-V22	NC_048847	2704031	
Mycobacterium phage MyraDee	NC_054791	2024303	
Myxococcus phage Mx8	NC_003085	49964	
Burkholderia phage Bcep1	NC_005263	2883943	
Burkholderia phage Bcep43	NC_005342	2883945	
Burkholderia phage Bcep781	NC_004333	2883946	
Burkholderia phage BcepNY3	NC_009604	2881397	
Ochrobactrum phage POI1126	NC_070932	1932118	
Dinoroseobacter phage vB_DshS-R5C	NC_041921	1965368	
Microbacterium phage Neferthena	NC_048038	2301539	
Escherichia phage ev243	NC_049955	2847063	
Escherichia phage 2G7b	NC_049954	2847057	
Lactococcus phage P078	NC_024215	1476886	
Lactococcus phage P092	NC_024203	1476887	
Lactococcus phage P118	NC_024208	1476888	
Lactococcus phage P162	NC_024214	1476889	
Pseudomonas phage nickie	NC_042091	2048977	
Salmonella phage SP069	NC_042062	1173760	
Salmonella phage 9NA	NC_025443	1113547	
Mycobacterium phage Jeon	NC_070934	2108123	
Mycobacterium phage Taptic	NC_070935	1920305	
Gordonia phage Nyceirae	NC_031004	1887651	
Leptospira phage LE3	NC_048678	2041382	
Leptospira phage LE4	NC_048679	2041383	
Acinetobacter phage AB1	NC_042028	889876	
Acinetobacter phage vB_AbaM-IME-AB2	NC_041857	1243183	
Acinetobacter phage AP22	NC_017984	1187128	
Acinetobacter phage YMC-13-01-C62	NC_024785	1505225	
Acinetobacter phage YMC11/12/R2315	NC_028855	1628720	
Acinetobacter phage AbP2	NC_041998	2015804	
Acinetobacter phage LZ35	NC_031117	1792222	
Acinetobacter phage WCHABP12	NC_041924	1965454	
Acinetobacter phage WCHABP1	NC_041966	1983409	
Faecalibacterium phage FP_oengus	NC_047916	2070188	
Mycobacterium phage Baka	NC_042316	2902882	
Mycobacterium phage Courthouse	NC_023690	2923000	
Mycobacterium phage LittleE	NC_042322	2922212	
Mycobacterium phage Omega	NC_004688	2907835	
Mycobacterium phage Optimus	NC_041844	2922218	
Mycobacterium phage Thibault	NC_023738	1052673	
Gordonia phage BrutonGaster	NC_048169	2530116	
Gordonia phage OneUp	NC_030917	1838074	
Mycobacterium phage Onyinye	NC_070765	2686235	
Gordonia phage Orchid	NC_030915	1838075	
Microbacterium phage OscarSo	NC_073466	2985324	
Thermus phage P23-45	NC_009803	2914006	
Thermus phage P74-26	NC_009804	2914007	
Streptococcus phage phiARI0468-4	NC_031915	1701830	
Streptococcus phage phiBHN167	NC_022791	1267169	
Streptococcus phage IPP14	NC_070925	1916154	
Streptococcus phage IPP39	NC_070926	1916178	
Streptococcus phage IPP48	NC_070928	1916186	
Streptococcus phage IPP52	NC_070929	1916190	
Streptococcus phage IPP54	NC_070923	1916192	
Streptococcus phage IPP55	NC_070924	1916193	
Streptococcus phage IPP65	NC_070922	1916201	
Streptococcus phage IPP66	NC_070930	1916202	
Streptococcus phage MM1	NC_003050	120574	
Streptococcus phage SpGS-1	NC_070927	1897555	
Bacillus phage Page	NC_022764	1406786	
Bacillus phage Palmer	NC_028926	1597966	
Bacillus phage Pascal	NC_027372	1540092	
Bacillus phage Pony	NC_022770	1406789	
Bacillus phage Pookie	NC_027394	1540093	
Propionibacterium phage ATCC29399B_C	NC_018851	1229794	
Propionibacterium phage ATCC29399B_T	NC_018847	1229793	
Propionibacterium phage P100_1	NC_018840	1229791	
Propionibacterium phage P100_A	NC_018838	1229790	
Propionibacterium phage P100D	NC_018852	1229789	
Propionibacterium phage P101A	NC_018841	1229786	
Propionibacterium phage P104A	NC_018845	1229787	
Propionibacterium phage P105	NC_018849	1229788	
Propionibacterium phage P1.1	NC_018842	1229792	
Propionibacterium phage P14	NC_018839	1229784	
Propionibacterium phage P9.1	NC_018834	1229782	
Propionibacterium phage PA6	NC_009541	376758	
Propionibacterium phage PAD20	NC_015454	504501	
Propionibacterium phage PAS50	NC_015453	504553	
Propionibacterium phage PHL009M11	NC_027336	1500798	
Propionibacterium phage PHL025M00	NC_027357	1500799	
Propionibacterium phage PHL037M02	NC_022339	1235646	
Propionibacterium phage PHL085N00	NC_027361	1500812	
Propionibacterium phage PHL041M10	NC_027391	1500801	
Propionibacterium phage PHL060L00	NC_022338	1235647	
Propionibacterium phage PHL067M01	NC_027380	1500805	
Propionibacterium phage PHL067M10	NC_022335	1235649	
Propionibacterium phage PHL070N00	NC_027333	1500807	
Propionibacterium phage PHL071N05	NC_022337	1235650	
Propionibacterium phage PHL082M03	NC_041955	1500810	
Propionibacterium phage PHL092M00	NC_027385	1500813	
Propionibacterium phage PHL095N00	NC_027401	1500814	
Propionibacterium phage PHL111M01	NC_022342	1235653	
Propionibacterium phage PHL112N00	NC_022334	1235654	
Propionibacterium phage PHL113M01	NC_022341	1235655	
Propionibacterium phage PHL114L00	NC_022340	1235656	
Propionibacterium phage PHL116M00	NC_027362	1500816	
Propionibacterium phage PHL055N00	NC_027400	1500802	
Propionibacterium phage PHL117M00	NC_027403	1500818	
Propionibacterium phage PHL030N00	NC_027373	1500800	
Propionibacterium phage PHL117M01	NC_041956	1500819	
Propionibacterium phage PHL132N00	NC_027367	1500820	
Propionibacterium phage PHL141N00	NC_027389	1500821	
Propionibacterium phage PHL151M00	NC_027347	1500823	
Propionibacterium phage PHL010M04	NC_022336	1235645	
Propionibacterium phage PHL151N00	NC_041957	1500824	
Propionibacterium phage PHL152M00	NC_027386	1500825	
Propionibacterium phage PHL163M00	NC_027405	1500826	
Propionibacterium phage PHL171M01	NC_027346	1500827	
Propionibacterium phage PHL179M00	NC_027370	1500828	
Propionibacterium phage PHL194M00	NC_027392	1500829	
Propionibacterium phage PHL199M00	NC_027295	1500830	
Propionibacterium phage PHL301M00	NC_027354	1500831	
Propionibacterium phage PHL150M00	NC_027294	1500822	
Propionibacterium phage PHL308M00	NC_027376	1500832	
Propionibacterium phage SKKY	NC_027624	1655020	
Propionibacterium phage Attacne	NC_027629	1655012	
Propionibacterium phage Keiki	NC_041954	1655013	
Propionibacterium phage Kubed	NC_027625	1655014	
Propionibacterium phage Lauchelly	NC_027628	1655015	
Propionibacterium phage MrAK	NC_027620	1655016	
Propionibacterium phage Ouroboros	NC_027630	1655017	
Propionibacterium phage Pacnes 2012-15	NC_027371	1498188	
Propionibacterium phage Pirate	NC_027623	1655018	
Propionibacterium phage Procrass1	NC_027626	1655019	
Propionibacterium phage Solid	NC_027627	1655021	
Propionibacterium phage Stormborn	NC_027622	1655022	
Propionibacterium phage Wizzo	NC_027621	1655023	
Stx2-converting phage Stx2a_WGPS6	NC_049945	1226262	
Stx2-converting phage Stx2a_WGPS8	NC_049944	1226263	
Enterobacteria phage YYZ-2008	NC_011356	564886	
Stx2-converting phage 1717	NC_011357	563769	
Enterobacteria phage 2851	NC_049943	254397	
Mycobacterium phage Papyrus	NC_022053	1383056	
Mycobacterium phage Send513	NC_042033	1034146	
Serratia phage Parlo	NC_048758	2557554	
Mycobacterium phage Patience	NC_023691	1074308	
Erwinia phage PEp14	NC_016767	1131315	
Erwinia phage Pavtok	NC_070921	2267655	
Bacillus phage PM1	NC_020883	547228	
Rhodococcus phage ReqiPepy6	NC_023735	691965	
Rhodococcus phage ReqiPoco6	NC_023694	691964	
Brucella phage Pr	NC_019447	1133293	
Brucella phage Tb	NC_019446	1133292	
Arthrobacter phage Persistence	NC_070834	2836007	
Bordetella phage vB_BbrM_PHB04	NC_047861	2029657	
Mycobacterium phage Pharaoh	NC_054784	2530140	
Mycobacterium phage Steamy	NC_054787	2250309	
Enterococcus phage phiFL1A	NC_013646	673832	
Enterococcus phage phiFL2A	NC_013643	673835	
Enterococcus phage phiFL3A	NC_013648	673837	
Mycobacterium phage Phlei	NC_028662	1690684	
Mycobacterium phage Phrappuccino	NC_054727	2591223	
Streptomyces phage Picard	NC_047794	1920311	
Microbacterium phage Pikmin	NC_042119	2099444	
Streptococcus phage CHPC577	NC_070901	1913081	
Streptococcus phage CHPC926	NC_070900	1913082	
Streptococcus phage SW16	NC_070899	2419636	
Streptococcus phage SW22	NC_070898	2419643	
Streptococcus phage 9871	NC_031069	1814957	
Streptococcus phage 9872	NC_031094	1814958	
Streptococcus phage 9874	NC_031023	1814960	
Pseudomonas phage phiPMW	NC_041880	1815582	
Aeromonas phage 2L372D	NC_048769	2588097	
Aeromonas phage 2L372X	NC_048770	2588515	
Aeromonas phage 4L372D	NC_048771	2588518	
Aeromonas phage 4L372XY	NC_048772	2588520	
Lactobacillus phage PLE2	NC_031036	1815511	
Lactobacillus phage PLE3	NC_031125	1815510	
Lactobacillus phage iLp84	NC_028783	1739610	
Agrobacterium phage Atu_ph07	NC_042013	2024264	
Gordonia phage BigChungus	NC_070896	2762389	
Gordonia phage CherryonLim	NC_070893	2652411	
Gordonia phage Lauer	NC_070894	2656538	
Gordonia phage Mayweather	NC_070892	2590931	
Gordonia phage Pons	NC_070891	2885976	
Gordonia phage SheckWes	NC_070895	2591117	
Gordonia phage Vine	NC_070897	2857501	
Aeromonas phage vB_AsaM-56	NC_019527	1127514	
Corynebacterium phage Poushou	NC_042139	2015851	
Gordonia phage Powerball	NC_070805	2599847	
Mycobacterium phage Predator	NC_011039	543153	
Listeria phage LP-030-2	NC_021539	1173743	
Listeria phage PSA	NC_003291	171618	
Mycobacterium phage Bactobuster	NC_031279	1784956	
Mycobacterium phage IronMan	NC_054814	2499042	
Mycobacterium phage Phaded	NC_054815	2686088	
Mycobacterium phage Pukovnik	NC_011023	2914013	
Propionibacterium phage PFR1	NC_031076	1838137	
Propionibacterium phage PFR2	NC_031108	1838138	
Microbacterium phage Pumpernickel	NC_073468	2885983	
Enterobacteria phage P7	NC_050152	10682	
Escherichia phage P1	NC_005856	2886926	
Escherichia phage RCS47	NC_042128	1590550	
Salmonella phage SJ46	NC_031129	1815968	
Gordonia phage Pupper	NC_054723	2571249	
Pseudomonas phage UFJF_PfDIW6	NC_070881	2927622	
Pseudoalteromonas phage J2-1	NC_047839	2023998	
Lactococcus phage Q54	NC_008364	382685	
Arthrobacter phage Qui	NC_070877	2603260	
Escherichia phage ev099	NC_049953	2847061	
Ralstonia phage Raharianne	NC_054955	2759715	
Streptomyces phage Darolandstone	NC_048072	2315716	
Streptomyces phage Raleigh	NC_047795	1920312	
Bordetella phage BPP-1	NC_005357	2885909	
Nodularia phage vB_NspS-kac65v151	NC_048756	2557579	
Nodularia phage vB_NspS-kac68v161	NC_048757	2557582	
Nodularia phage vB_NpeS-2AV2	NC_048637	1777122	
Escherichia phage N15	NC_001901	1604876	
Pseudomonas phage MR15	NC_074660	2711179	
Pseudomonas phage phiPSA1	NC_024365	1500757	
Pseudomonas phage psageK9	NC_074661	2875722	
Mycobacterium phage DarthPhader	NC_054785	1912975	
Mycobacterium phage Refuge	NC_054786	2517967	
Rhodococcus phage ReqiPine5	NC_023722	691963	
Rhodococcus phage CosmicSans	NC_028677	1701851	
Rhodococcus phage RER2	NC_016653	1109715	
Rhodococcus phage RGL3	NC_016650	2922221	
Rhodococcus phage Hiro	NC_048669	2015828	
Rhodococcus phage PhailMary	NC_054762	2793705	
Rhodococcus phage Takoda	NC_048708	2201455	
Arthrobacter phage Auxilium	NC_070832	2419948	
Arthrobacter phage Richie	NC_070831	2419967	
Rhizobium phage vB_RglS_P106B	NC_023566	1458697	
Streptomyces phage DrGrey	NC_042016	2024284	
Streptomyces phage Rima	NC_041889	1897525	
Erwinia phage pEa_SNUABM_5	NC_061450	2797313	
Staphylococcus phage CNPH82	NC_008722	2913976	
Staphylococcus phage CNPx	NC_031241	1792269	
Staphylococcus phage IME1348_01	NC_055036	1965489	
Staphylococcus phage vB_SepiS-phiIPLA5	NC_018281	2922988	
Staphylococcus phage vB_SepiS-phiIPLA7	NC_018284	2922989	
Staphylococcus phage PH15	NC_008723	2913977	
Bacillus phage phi4J1	NC_029008	1643326	
Microbacterium phage Hendrix	NC_047977	2182341	
Gordonia phage Fryberger	NC_048027	2250392	
Gordonia phage Ronaldo	NC_048028	2250397	
Mycobacterium phage Weirdo19	NC_054433	2601610	
Salmonella phage BP63	NC_031250	1543205	
Salmonella phage SE13	NC_048763	2575325	
Salmonella phage UPF_BP2	NC_048649	1913047	
Salmonella phage birk	NC_048864	2713282	
Salmonella phage yarpen	NC_048863	2713327	
Agrobacterium phage Atu_ph08	NC_070876	2024265	
Aeromonas phage pIS4-A	NC_042037	754050	
Vibrio phage pYD38-A	NC_021534	754051	
Serratia phage vB_SmaS_Rovert	NC_074751	2777363	
Streptomyces phage Rowa	NC_047906	2059883	
Gordonia phage DumpsterDude	NC_053172	2713262	
Gordonia phage Ruthy	NC_048019	2250323	
Burkholderia phage BcepC6B	NC_005887	2883949	
Acinetobacter phage vB_AbaM_B09_Aci01-1	NC_048074	2315466	
Acinetobacter phage vB_AbaM_B09_Aci02-2	NC_048075	2315467	
Acinetobacter phage vB_AbaM_B09_Aci05	NC_048080	2315458	
Mycobacterium phage PP	NC_054792	2077134	
Leptospira phage LE1	NC_048892	137511	
Dickeya phage vB_DsoM_JA11	NC_048077	2382310	
Dickeya phage vB_DsoM_JA29	NC_048053	2283031	
Salmonella phage 64795_sal3	NC_031918	1813769	
Pseudomonas phage SM1	NC_041877	1772332	
Corynebacterium phage StAB	NC_048780	2591204	
Corynebacterium phage Adelaide	NC_048791	2588499	
Corynebacterium phage Dina	NC_048787	2588501	
Corynebacterium phage Lederberg	NC_048790	2588502	
Corynebacterium phage SamW	NC_048069	2301601	
Corynebacterium phage Stiles	NC_048789	2588504	
Lactococcus phage BK5-T	NC_002796,NC_056724	31754	
Caulobacter phage Sansa	NC_047756	1675600	
Mycobacterium phage 40AC	NC_023607	1458717	
Gordonia phage Jojo24	NC_079145	2859476	
Gordonia phage Reyja	NC_079144	2571250	
Gordonia phage Santhid	NC_079142	2927281	
Gordonia phage Tarzan	NC_079143	3038367	
Enterococcus phage BC611	NC_018086	1173135	
Enterococcus phage IMEEF1	NC_041959	1351735	
Enterococcus phage SAP6	NC_041960	1073766	
Streptococcus phage SP-QS1	NC_021868	1208587	
Enterococcus phage VD13	NC_024212,NC_041861	1458851	
Arthrobacter phage Sarge	NC_070770	2885974	
Burkholderia phage BcepSaruman	NC_049850	2530032	
Burkholderia phage BcepSauron	NC_049851	2530033	
Streptomyces phage phiSASD1	NC_014229	747763	
Salmonella phage vB_SenS_Sasha	NC_047786	1913114	
Erwinia phage vB_EamM_Y3	NC_047880	1983553	
Corynebacterium phage BFK20	NC_009799	28358	
Geobacillus phage TP-84	NC_041918	1965361	
Stx2-converting phage Stx2a_WGPS2	NC_049941	1226260	
Serratia phage Scapp	NC_070875	2282409	
Streptomyces phage Scap1	NC_042042	2041354	
Helicobacter phage KHP30	NC_019928	1208236	
Helicobacter phage KHP40	NC_019931	1204178	
Helicobacter phage 1961P	NC_019512	1154995	
Agrobacterium phage 7-7-1	NC_019519	1161931	
Gordonia phage Schnabeltier	NC_031255	1821561	
Microbacterium phage Schubert	NC_048144	2500787	
Vibrio phage Seahorse	NC_070772	2662136	
Arthrobacter phage Seahorse	NC_070836	2419611	
Salmonella phage LPSTLL	NC_070846	3071280	
Salmonella phage Segz_1	NC_054640	2419756	
Hamiltonella phage APSE-1	NC_000935	2682836	
Bacteriophage APSE-2	NC_011551	340054	
Leuconostoc phage phiMH1	NC_055037	912321	
Serratia phage vB_SmaS_Opt-155	NC_074758	2902690	
Serratia phage Serbin	NC_074756	2562181	
Serratia phage vB_SmaS_Tlacuache	NC_074757	2894809	
Caulobacter phage Seuss	NC_047757	1675601	
Staphylococcus phage vB_SepS_SEP9	NC_023582	1434319	
Staphylococcus phage 6ec	NC_024355	1500386	
Streptomyces phage SF1	NC_028807	1690817	
Pseudoalteromonas phage H101	NC_029094	1654919	
Mycobacterium phage Sheen	NC_028914	1589274	
Clostridium phage phiCD481-1	NC_028951	1582153	
Clostridium phage phiCD506	NC_028838	1582155	
Clostridium phage phiCDHM11	NC_029001	1445553	
Clostridium phage phiCDHM13	NC_029116	1437363	
Clostridium phage phiCDHM14	NC_048665	1522091	
Clostridium phage phiMMP04	NC_019422	1204535	
Tenacibaculum phage PTm1	NC_049340	2547425	
Microbacterium phage Shocker	NC_073470	2805839	
Arthrobacter phage Shoya	NC_070771	2704035	
Salmonella phage IME207	NC_031924	1873985	
Gordonia phage Sidious	NC_070819	2591118	
Streptomyces phage SF3	NC_028952	1690818	
Arthrobacter phage SilentRX	NC_070838	2836091	
Gordonia phage Sixama	NC_070762	2653271	
Escherichia phage Skarpretter	NC_048112	2488654	
Salmonella phage VB_StyS_BS5	NC_054646	2686071	
Salmonella virus KFS-SE2	NC_054641	2583286	
Salmonella phage LPST10	NC_054645	1973454	
Salmonella phage SeSz-2	NC_054643	2419753	
Salmonella phage Seszw_1	NC_054642	2479482	
Salmonella virus VSt472	NC_054644	2301723	
Salmonella phage Skate	NC_054639	2234035	
Gordonia phage Skog	NC_054725	2704033	
Pseudomonas phage Skulduggery	NC_070827	2006671	
Lactococcus phage 936 group phage PhiA.16	NC_049354	1636724	
Lactococcus phage ASCC191	NC_017688	2892347	
Lactococcus phage ASCC273	NC_017695	2892348	
Lactococcus phage ASCC281	NC_017702	2892349	
Lactococcus phage ASCC465	NC_017698	2892350	
Lactococcus phage ASCC532	NC_017696	2892351	
Lactococcus phage 936 group phage PhiB1127	NC_049355	1636573	
Lactococcus phage CB13	NC_013155	2898541	
Lactococcus phage CB14	NC_013152	2898542	
Lactococcus phage CB19	NC_013153	2898543	
Lactococcus phage CB20	NC_013154	665887	
Lactococcus phage CHPC129	NC_049480	2675246	
Lactococcus phage CHPC361	NC_049481	2675249	
Lactococcus phage CHPC362	NC_049482	2675250	
Lactococcus phage CHPC52	NC_049483	2675251	
Lactococcus phage CHPC781	NC_049484	2675252	
Lactococcus phage CHPC958	NC_049485	2675254	
Lactococcus phage CHPC959	NC_049486	2675255	
Lactococcus phage CHPC964	NC_049487	2675256	
Lactococcus phage CHPC965	NC_049488	2675257	
Lactococcus phage 936 group phage PhiE1127	NC_049367	1636576	
Lactococcus phage 936 group phage PhiF0139	NC_049358	1636578	
Lactococcus phage 936 group phage PhiJF1	NC_049365	1636580	
Lactococcus phage 936 group phage PhiL.18	NC_049359	1636581	
Lactococcus phage 936 group phage PhiL.6	NC_049361	1636582	
Lactococcus phage LP0209	NC_049422	2027267	
Lactococcus phage LP0903	NC_049423	2027272	
Lactococcus phage LP1502a	NC_049424	2027277	
Lactococcus phage LP8511	NC_049416	2026814	
Lactococcus phage LP9207	NC_049417	2027250	
Lactococcus phage LP9404	NC_049418	2027252	
Lactococcus phage LP9609	NC_049419	2027256	
Lactococcus phage LP9903	NC_049420	2027259	
Lactococcus phage LP9908	NC_049421	2027260	
Lactococcus phage 936 group phage PhiLj	NC_049369	1636583	
Lactococcus phage 936 group phage PhiM1127	NC_049368	1636586	
Lactococcus phage MP1	NC_049434	2079278	
Lactococcus phage MV10L	NC_049447	2500819	
Lactococcus phage P008	NC_008363	2908173	
Lactococcus phage P1532	NC_049474	2662296	
Lactococcus phage P4565	NC_049476	2662297	
Lactococcus lactis phage P475	NC_049349	213774	
Lactococcus phage P656	NC_049475	2662298	
Lactococcus phage P680	NC_021852	1262537	
Lactococcus phage R31	NC_049381	1965484	
Lactococcus phage 936 group phage PhiS0139	NC_049370	1636587	
Lactococcus phage SL4	NC_028900	2919545	
Lactococcus phage vB_Llc_bIBB5g1	NC_049425	2053705	
Lactococcus phage vB_Llc_bIBBF12	NC_049426	2053708	
Lactococcus phage bIL170	NC_001909	2898539	
Lactococcus phage bIBB29	NC_011046	2898538	
Lactococcus phage CaseusJM1	NC_049351	1289467	
Lactococcus phage fd13	NC_049347	213782	
Lactococcus phage i0139	NC_049375	1874593	
Lactococcus phage jm2	NC_021860	1262535	
Lactococcus phage jm3	NC_021854	1262536	
Lactococcus lactis phage p272	NC_049348	213777	
Lactococcus phage SK1	NC_001835	2905675	
Lactococcus phage 05601	NC_049397	2029658	
Lactococcus phage 936 group phage Phi109	NC_049360	1636556	
Lactococcus phage 10W18	NC_049374	1874585	
Lactococcus phage 13W11L	NC_049377	1874587	
Lactococcus phage phi145	NC_049353	1527692	
Lactococcus phage 936 group phage Phi155	NC_049366	1636560	
Lactococcus phage phi15	NC_049352	1527693	
Lactococcus phage 16802	NC_049398	2029659	
Lactococcus phage 16W23	NC_049373	1874572	
Lactococcus phage 936 group phage Phi19.3	NC_049356	1636564	
Lactococcus phage 30804	NC_049399	2029660	
Lactococcus phage 340	NC_021853	1262533	
Lactococcus phage 37201	NC_049400	2029661	
Lactococcus phage 38503	NC_049401	2029662	
Lactococcus phage 38507	NC_049402	2029663	
Lactococcus phage 3R16S	NC_049376	1874589	
Lactococcus phage 936 group phage Phi4.2	NC_049362	1636566	
Lactococcus phage 936 group phage Phi44	NC_049363	1636569	
Lactococcus phage 936 group phage Phi5.12	NC_049357	1636570	
Lactococcus phage 51701	NC_049403	2029664	
Lactococcus phage 56003	NC_049404	2029665	
Lactococcus phage 56301	NC_049405	2029666	
Lactococcus phage 57001	NC_049406	2029667	
Lactococcus phage 62601	NC_049407	2029668	
Lactococcus phage 62605	NC_049408	2029669	
Lactococcus phage 63302	NC_049409	2029670	
Lactococcus phage 66901	NC_049410	2029671	
Lactococcus phage 712	NC_008370	2892346	
Lactococcus phage 79201	NC_049411	2029672	
Lactococcus phage phi7	NC_021855	1262538	
Lactococcus phage 88605	NC_049412	2029673	
Lactococcus phage 8V08	NC_049446	2500816	
Lactococcus phage 936 group phage Phi91127	NC_049364	1636571	
Lactococcus phage 936	NC_049346	39838	
Lactococcus phage 96401	NC_049413	2029674	
Lactococcus phage 96403	NC_049414	2029675	
Lactococcus phage 96603	NC_049415	2029676	
Bacillus phage Slash	NC_022774	1406790	
Bacillus phage Stahl	NC_028856	1610832	
Bacillus phage Staley	NC_022767	1406792	
Bacillus phage Stills	NC_028777	1610833	
Rhodococcus phage Sleepyhead	NC_048782	2591131	
Gordonia phage Bachita	NC_030936	1838061	
Gordonia phage ClubL	NC_030901	1838065	
Gordonia phage Smoothie	NC_030696	1838078	
Erwinia phage pEa_SNUABM_7	NC_061451	2866695	
Arthrobacter phage Sonali	NC_048152	2510495	
Klebsiella phage vB_KpnS_IME279	NC_047862	2041211	
Escherichia phage Sortsne	NC_048178	2562456	
Gordonia phage KatherineG	NC_030695	1838070	
Gordonia phage Soups	NC_030698	1838079	
Gordonia phage Remus	NC_031031	1887652	
Gordonia phage Strosahl	NC_041886	1887653	
Gordonia phage Waits	NC_042123	2108120	
Gordonia phage Sour	NC_042132	2182349	
Oenococcus phage phiS11	NC_023571	1432847	
Oenococcus phage phiS13	NC_023560	1432848	
Oenococcus phage phi9805	NC_023559	1435411	
Mycobacterium phage Sparky	NC_026597	1527493	
Rothia phage Spartoi	NC_073471	2483661	
Bacillus phage SPBc2	NC_001884	2932878	
Bacillus phage phi105	NC_004167,NC_048631	10717	
Microbacterium phage Hyperion	NC_047973	2182354	
Microbacterium phage Squash	NC_047975	2182357	
Burkholderia phage phiE125	NC_003309	2883940	
Burkholderia phage phi1026b	NC_005284	2881399	
Burkholderia phage phi644-2	NC_009235	2881400	
Achromobacter phage JWX	NC_028768	1589746	
Achromobacter phage 83-24	NC_028834	1589747	
Streptococcus phage A25	NC_028697	1701850	
Gordonia phage Stormageddon	NC_054726	2656541	
Streptomyces phage Success	NC_073472	2999013	
Lactobacillus phage T25	NC_048625	2036055	
Geobacillus phage GBSV1	NC_008376	365048	
Bacillus phage 1	NC_009737	2785079	
Escherichia phage vB_EcoS_swi2	NC_054649	2769808	
Microbacterium phage vB_MoxS-R1	NC_070775	2848881	
Bacillus phage AR9	NC_031039	1815509	
Bacillus phage PBS1	NC_043027	2884423	
Anoxybacillus phage A403	NC_048701	2099336	
Arthrobacter phage Tank	NC_041961	1772319	
Flavobacterium phage vB_FspS_tant8-1	NC_048843	2686278	
Faecalibacterium phage FP_Taranis	NC_047914	2070186	
Gordonia phage Suzy	NC_047990	2201430	
Gordonia phage Terapin	NC_031001	1887654	
Lactococcus phage AM6	NC_049807	1965474	
Lactococcus phage LW31	NC_049806	1965478	
Lactococcus phage P087	NC_012663	641487	
Lactococcus phage P596	NC_049808	2656515	
Lactococcus phage phiQ1	NC_049805	2488571	
Bacillus phage 0105phi7-2	NC_073091	3025408	
Bacillus phage SP-15	NC_031245	1792032	
Vibrio phage vB_VpP_BT-1011	NC_070774	2799672	
Tetrasphaera phage TJE1	NC_019930	981335	
Mycobacterium phage HINdeR	NC_021308	1327770	
Mycobacterium phage SWU2	NC_054788	2077150	
Mycobacterium phage DroogsArmy	NC_054789	2744011	
